Crop,temperature,Soil_Moisture,Area_in_hectares,Production_in_tons,Crop_Type,N,P,K,pH,rainfall,Yield_ton_per_hec
moong,29.56666667,54,6637.0,3099.0,kharif,20,40,20,5.56,297.66,0.466927829
sesamum,29.56666667,54,5525.0,3416.0,kharif,30,15,30,6.32,297.66,0.618280543
sunflower,29.56666667,54,745.0,677.0,kharif,50,60,30,5.34,297.66,0.908724832
rapeseed,25.44,54,552.0,136.0,rabi,50,40,20,4.82,446.14,0.246376812
coriander,27.65454545,54,1466.0,493.0,whole year,10,20,20,6.6,884.5,0.336289222
horsegram,29.56666667,54,5875.0,3304.0,kharif,20,60,20,6.1,297.66,0.562382979
moong,29.56666667,54,5990.0,3468.0,kharif,20,40,20,5.6,297.66,0.578964942
ragi,29.56666667,54,604.0,1094.0,kharif,50,40,20,5.56,297.66,1.811258278
sesamum,29.56666667,54,6269.0,3669.0,kharif,30,15,30,6.68,297.66,0.585260807
sunflower,29.56666667,54,377.0,466.0,kharif,50,60,30,5.34,297.66,1.236074271
blackpepper,27.65454545,54,790.0,286.0,whole year,100,60,50,4.98,884.5,0.362025316
cashewnuts,27.65454545,54,247.0,95.0,whole year,70,40,60,6.16,884.5,0.384615385
coriander,27.65454545,54,319.0,74.0,whole year,10,20,20,6.5,884.5,0.231974922
horsegram,29.56666667,54,9268.0,2158.0,kharif,20,60,20,5.88,297.66,0.232844195
moong,29.56666667,54,8503.0,4422.0,kharif,20,40,20,5.46,297.66,0.520051746
ragi,29.56666667,54,10018.0,8297.0,kharif,50,40,20,5.62,297.66,0.828209223
sunflower,29.56666667,54,474.0,623.0,kharif,50,60,30,5.44,297.66,1.314345992
rapeseed,25.44,54,115.0,26.0,rabi,50,40,20,5.1,446.14,0.226086957
cotton,29.56666667,54,234.0,559.0,kharif,120,40,20,5.62,297.66,2.388888889
moong,29.56666667,54,3484.0,1627.0,kharif,20,40,20,5.42,297.66,0.466991963
ragi,29.56666667,54,5113.0,10164.0,kharif,50,40,20,5.52,297.66,1.987874047
sesamum,29.56666667,54,2654.0,1441.0,kharif,30,15,30,6.46,297.66,0.542954032
sunflower,29.56666667,54,72.0,75.0,kharif,50,60,30,5.46,297.66,1.041666667
cashewnuts,27.65454545,54,199.0,66.0,whole year,70,40,60,5.86,884.5,0.331658291
coriander,27.65454545,54,10.0,2.0,whole year,10,20,20,6.44,884.5,0.2
cotton,29.56666667,54,4.0,8.0,kharif,120,40,20,5.6,297.66,2.0
moong,29.56666667,54,23.0,11.0,kharif,20,40,20,5.46,297.66,0.47826087
cashewnuts,27.65454545,54,1948.0,899.0,whole year,70,40,60,6.14,884.5,0.461498973
cotton,29.56666667,54,1246.0,2603.0,kharif,120,40,20,5.42,297.66,2.089085072
horsegram,29.56666667,54,2488.0,1070.0,kharif,20,60,20,5.94,297.66,0.430064309
maize,29.56666667,54,101.0,163.0,kharif,80,40,20,5.68,297.66,1.613861386
moong,29.56666667,54,2181.0,1019.0,kharif,20,40,20,5.46,297.66,0.467216873
sesamum,29.56666667,54,7218.0,3348.0,kharif,30,15,30,6.48,297.66,0.463840399
sunflower,29.56666667,54,1814.0,1993.0,kharif,50,60,30,5.36,297.66,1.098676957
cashewnuts,27.65454545,54,17.0,5.0,whole year,70,40,60,6.18,884.5,0.294117647
horsegram,29.56666667,54,127.0,55.0,kharif,20,60,20,5.82,297.66,0.433070866
maize,29.56666667,54,560.0,1123.0,kharif,80,40,20,5.68,297.66,2.005357143
moong,29.56666667,54,9501.0,2822.0,kharif,20,40,20,5.6,297.66,0.297021366
ragi,29.56666667,54,156.0,237.0,kharif,50,40,20,5.68,297.66,1.519230769
sesamum,29.56666667,54,2944.0,1238.0,kharif,30,15,30,6.68,297.66,0.420516304
sunflower,29.56666667,54,270.0,277.0,kharif,50,60,30,5.32,297.66,1.025925926
cashewnuts,27.65454545,54,100.0,38.0,whole year,70,40,60,5.82,884.5,0.38
coriander,27.65454545,54,66.0,15.0,whole year,10,20,20,6.68,884.5,0.227272727
cotton,29.56666667,54,1446.0,3242.0,kharif,120,40,20,5.32,297.66,2.242047026
moong,29.56666667,54,19114.0,5199.0,kharif,20,40,20,5.68,297.66,0.271999581
sesamum,29.56666667,54,1359.0,544.0,kharif,30,15,30,6.36,297.66,0.400294334
cashewnuts,27.65454545,54,347.0,163.0,whole year,70,40,60,6.06,884.5,0.469740634
cotton,29.56666667,54,3992.0,8366.0,kharif,120,40,20,5.36,297.66,2.095691383
horsegram,29.56666667,54,3980.0,2028.0,kharif,20,60,20,5.84,297.66,0.509547739
maize,29.56666667,54,581.0,935.0,kharif,80,40,20,5.4,297.66,1.60929432
moong,29.56666667,54,10100.0,7393.0,kharif,20,40,20,5.68,297.66,0.731980198
ragi,29.56666667,54,1315.0,2260.0,kharif,50,40,20,5.62,297.66,1.718631179
sesamum,29.56666667,54,1753.0,1454.0,kharif,30,15,30,6.58,297.66,0.829435254
sunflower,29.56666667,54,506.0,581.0,kharif,50,60,30,5.58,297.66,1.148221344
blackpepper,27.65454545,54,169.0,31.0,whole year,100,60,50,5.1,884.5,0.183431953
coriander,27.65454545,54,140.0,33.0,whole year,10,20,20,6.34,884.5,0.235714286
horsegram,29.56666667,54,5.0,2.0,kharif,20,60,20,6.02,297.66,0.4
maize,29.56666667,54,5577.0,8977.0,kharif,80,40,20,5.66,297.66,1.609646763
moong,29.56666667,54,1138.0,531.0,kharif,20,40,20,5.66,297.66,0.466608084
ragi,29.56666667,54,535.0,793.0,kharif,50,40,20,5.54,297.66,1.482242991
sesamum,29.56666667,54,10458.0,5171.0,kharif,30,15,30,6.34,297.66,0.494454007
sunflower,29.56666667,54,82.0,90.0,kharif,50,60,30,5.5,297.66,1.097560976
coriander,27.65454545,54,4258.0,460.0,whole year,10,20,20,6.34,884.5,0.10803194
cotton,29.56666667,54,1396.0,3189.0,kharif,120,40,20,5.52,297.66,2.284383954
horsegram,29.56666667,54,189.0,82.0,kharif,20,60,20,6.14,297.66,0.433862434
jowar,29.56666667,54,652.0,581.0,kharif,80,40,40,5.48,297.66,0.891104294
maize,29.56666667,54,1217.0,2524.0,kharif,80,40,20,5.34,297.66,2.073952342
moong,29.56666667,54,1024.0,478.0,kharif,20,40,20,5.48,297.66,0.466796875
ragi,29.56666667,54,689.0,877.0,kharif,50,40,20,5.56,297.66,1.272859216
sesamum,29.56666667,54,9648.0,3950.0,kharif,30,15,30,6.36,297.66,0.409411277
sunflower,29.56666667,54,22.0,25.0,kharif,50,60,30,5.36,297.66,1.136363636
cashewnuts,27.65454545,54,14116.0,2800.0,whole year,70,40,60,6.12,884.5,0.198356475
coriander,27.65454545,54,49.0,11.0,whole year,10,20,20,6.54,884.5,0.224489796
cotton,29.56666667,54,8387.0,8112.0,kharif,120,40,20,5.52,297.66,0.96721116
horsegram,29.56666667,54,12.0,5.0,kharif,20,60,20,6.0,297.66,0.416666667
jowar,29.56666667,54,2143.0,1909.0,kharif,80,40,40,5.44,297.66,0.89080728
moong,29.56666667,54,111.0,52.0,kharif,20,40,20,5.54,297.66,0.468468468
ragi,29.56666667,54,641.0,561.0,kharif,50,40,20,5.46,297.66,0.875195008
sesamum,29.56666667,54,2095.0,927.0,kharif,30,15,30,6.46,297.66,0.4424821
sunflower,29.56666667,54,18.0,19.0,kharif,50,60,30,5.66,297.66,1.055555556
cashewnuts,27.65454545,54,129.0,50.0,whole year,70,40,60,6.08,884.5,0.387596899
coriander,27.65454545,54,861.0,215.0,whole year,10,20,20,6.32,884.5,0.24970964
horsegram,29.56666667,54,12485.0,6300.0,kharif,20,60,20,5.84,297.66,0.504605527
moong,29.56666667,54,12921.0,10091.0,kharif,20,40,20,5.66,297.66,0.780976705
sesamum,29.56666667,54,9456.0,8024.0,kharif,30,15,30,6.38,297.66,0.84856176
sunflower,29.56666667,54,340.0,446.0,kharif,50,60,30,5.32,297.66,1.311764706
rapeseed,25.44,54,10.0,2.0,rabi,50,40,20,4.84,446.14,0.2
blackpepper,27.65454545,54,12.0,2.0,whole year,100,60,50,4.82,884.5,0.166666667
coriander,27.65454545,54,132.0,72.0,whole year,10,20,20,6.56,884.5,0.545454545
cotton,29.56666667,54,2736.0,5201.0,kharif,120,40,20,5.32,297.66,1.900950292
horsegram,29.56666667,54,6.0,3.0,kharif,20,60,20,5.88,297.66,0.5
jowar,29.56666667,54,623.0,558.0,kharif,80,40,40,5.52,297.66,0.895666132
maize,29.56666667,54,4.0,6.0,kharif,80,40,20,5.36,297.66,1.5
moong,29.56666667,54,540.0,252.0,kharif,20,40,20,5.36,297.66,0.466666667
ragi,29.56666667,54,796.0,1195.0,kharif,50,40,20,5.48,297.66,1.501256281
sesamum,29.56666667,54,974.0,477.0,kharif,30,15,30,6.62,297.66,0.48973306
sunflower,29.56666667,54,13.0,10.0,kharif,50,60,30,5.44,297.66,0.769230769
cashewnuts,27.65454545,54,4288.0,1351.0,whole year,70,40,60,6.08,884.5,0.315065299
cotton,29.56666667,54,1772.0,3775.0,kharif,120,40,20,5.48,297.66,2.130361174
maize,29.56666667,54,152.0,406.0,kharif,80,40,20,5.42,297.66,2.671052632
moong,29.56666667,54,12502.0,4901.0,kharif,20,40,20,5.36,297.66,0.392017277
ragi,29.56666667,54,5.0,14.0,kharif,50,40,20,5.44,297.66,2.8
sesamum,29.56666667,54,13771.0,4989.0,kharif,30,15,30,6.62,297.66,0.362283059
cashewnuts,27.65454545,54,3171.0,1411.0,whole year,70,40,60,6.08,884.5,0.444970041
cotton,29.56666667,54,5.0,5.0,kharif,120,40,20,5.58,297.66,1.0
maize,29.56666667,54,13.0,21.0,kharif,80,40,20,5.36,297.66,1.615384615
ragi,29.56666667,54,59.0,68.0,kharif,50,40,20,5.48,297.66,1.152542373
rice,29.56666667,54,2100.0,5552.0,kharif,80,40,40,5.54,297.66,2.643809524
sesamum,29.56666667,54,11.0,2.0,kharif,30,15,30,6.4,297.66,0.181818182
sunflower,29.56666667,54,11.0,11.0,kharif,50,60,30,5.68,297.66,1.0
wheat,25.44,54,91.0,44.0,rabi,60,30,30,6.11,446.14,0.483516484
blackpepper,27.65454545,54,637.0,123.0,whole year,100,60,50,4.82,884.5,0.193092622
horsegram,29.56666667,54,1234.0,538.0,kharif,20,60,20,5.96,297.66,0.435980551
moong,29.56666667,54,4600.0,2148.0,kharif,20,40,20,5.54,297.66,0.466956522
ragi,29.56666667,54,336.0,573.0,kharif,50,40,20,5.58,297.66,1.705357143
sesamum,29.56666667,54,3029.0,1365.0,kharif,30,15,30,6.68,297.66,0.450643777
sunflower,29.56666667,54,1693.0,2275.0,kharif,50,60,30,5.66,297.66,1.343768458
blackpepper,27.65454545,54,24.0,6.0,whole year,100,60,50,5.18,884.5,0.25
cashewnuts,27.65454545,54,2175.0,836.0,whole year,70,40,60,5.84,884.5,0.384367816
coriander,27.65454545,54,41.0,10.0,whole year,10,20,20,6.5,884.5,0.243902439
horsegram,29.56666667,54,17.0,7.0,kharif,20,60,20,6.02,297.66,0.411764706
jowar,29.56666667,54,38.0,42.0,kharif,80,40,40,5.48,297.66,1.105263158
moong,29.56666667,54,7407.0,4200.0,kharif,20,40,20,5.44,297.66,0.567031187
ragi,29.56666667,54,1310.0,2558.0,kharif,50,40,20,5.54,297.66,1.952671756
sesamum,29.56666667,54,2807.0,1074.0,kharif,30,15,30,6.34,297.66,0.382614891
sunflower,29.56666667,54,10.0,10.0,kharif,50,60,30,5.38,297.66,1.0
cashewnuts,27.65454545,54,133.0,44.0,whole year,70,40,60,5.92,884.5,0.330827068
cotton,29.56666667,54,2027.0,4384.0,kharif,120,40,20,5.62,297.66,2.162802171
sesamum,29.56666667,54,1593.0,715.0,kharif,30,15,30,6.6,297.66,0.448838669
horsegram,29.56666667,54,1915.0,824.0,kharif,20,60,20,6.1,297.66,0.430287206
maize,29.56666667,54,1265.0,1516.0,kharif,80,40,20,5.42,297.66,1.198418972
moong,29.56666667,54,3553.0,1659.0,kharif,20,40,20,5.66,297.66,0.466929355
ragi,29.56666667,54,122.0,233.0,kharif,50,40,20,5.32,297.66,1.909836066
sesamum,29.56666667,54,5416.0,3841.0,kharif,30,15,30,6.66,297.66,0.709194978
sunflower,29.56666667,54,3841.0,4983.0,kharif,50,60,30,5.38,297.66,1.297318407
cashewnuts,27.65454545,54,102.0,32.0,whole year,70,40,60,6.0,884.5,0.31372549
coriander,27.65454545,54,683.0,159.0,whole year,10,20,20,6.32,884.5,0.232796486
horsegram,29.56666667,54,781.0,341.0,kharif,20,60,20,6.16,297.66,0.436619718
jowar,29.56666667,54,3788.0,4045.0,kharif,80,40,40,5.34,297.66,1.067845829
maize,29.56666667,54,7194.0,3916.0,kharif,80,40,20,5.66,297.66,0.544342508
moong,29.56666667,54,4588.0,2143.0,kharif,20,40,20,5.64,297.66,0.467088056
ragi,29.56666667,54,993.0,2296.0,kharif,50,40,20,5.58,297.66,2.312185297
sesamum,29.56666667,54,3336.0,1324.0,kharif,30,15,30,6.68,297.66,0.396882494
sunflower,29.56666667,54,317.0,285.0,kharif,50,60,30,5.4,297.66,0.899053628
blackpepper,27.65454545,54,7.0,1.0,whole year,100,60,50,5.12,884.5,0.142857143
cashewnuts,27.65454545,54,1150.0,442.0,whole year,70,40,60,5.92,884.5,0.384347826
coriander,27.65454545,54,15.0,3.0,whole year,10,20,20,6.6,884.5,0.2
cotton,29.56666667,54,2777.0,6034.0,kharif,120,40,20,5.66,297.66,2.172848398
horsegram,29.56666667,54,3468.0,1323.0,kharif,20,60,20,6.0,297.66,0.381487889
jowar,29.56666667,54,2876.0,2645.0,kharif,80,40,40,5.38,297.66,0.919680111
maize,29.56666667,54,256.0,427.0,kharif,80,40,20,5.58,297.66,1.66796875
moong,29.56666667,54,4410.0,2059.0,kharif,20,40,20,5.6,297.66,0.466893424
sesamum,29.56666667,54,4409.0,2255.0,kharif,30,15,30,6.68,297.66,0.511453844
sunflower,29.56666667,54,1.0,1.0,kharif,50,60,30,5.32,297.66,1.0
cotton,29.56666667,54,9516.0,7333.0,kharif,120,40,20,5.34,297.66,0.770596889
jowar,29.56666667,54,10006.0,8893.0,kharif,80,40,40,5.58,297.66,0.88876674
maize,29.56666667,54,5718.0,2555.0,kharif,80,40,20,5.46,297.66,0.446834558
moong,29.56666667,54,6794.0,2989.0,kharif,20,40,20,5.48,297.66,0.439947012
ragi,29.56666667,54,200.0,386.0,kharif,50,40,20,5.64,297.66,1.93
sesamum,29.56666667,54,2125.0,636.0,kharif,30,15,30,6.64,297.66,0.299294118
sunflower,29.56666667,54,1668.0,724.0,kharif,50,60,30,5.4,297.66,0.434052758
cashewnuts,27.65454545,54,139.0,53.0,whole year,70,40,60,6.12,884.5,0.381294964
coriander,27.65454545,54,5336.0,1798.0,whole year,10,20,20,6.68,884.5,0.336956522
cotton,29.56666667,54,4965.0,5906.0,kharif,120,40,20,5.68,297.66,1.189526687
horsegram,29.56666667,54,5509.0,2172.0,kharif,20,60,20,5.86,297.66,0.394263932
maize,29.56666667,54,740.0,1189.0,kharif,80,40,20,5.48,297.66,1.606756757
moong,29.56666667,54,4087.0,1909.0,kharif,20,40,20,5.46,297.66,0.467090776
sesamum,29.56666667,54,1433.0,915.0,kharif,30,15,30,6.62,297.66,0.638520586
horsegram,29.56666667,54,2229.0,972.0,kharif,20,60,20,6.04,297.66,0.436069987
jowar,29.56666667,54,5195.0,4776.0,kharif,80,40,40,5.6,297.66,0.919345525
maize,29.56666667,54,1565.0,2608.0,kharif,80,40,20,5.64,297.66,1.666453674
moong,29.56666667,54,8854.0,4135.0,kharif,20,40,20,5.56,297.66,0.467020556
sunflower,29.56666667,54,47.0,49.0,kharif,50,60,30,5.44,297.66,1.042553191
rapeseed,25.44,54,70.0,20.0,rabi,50,40,20,4.84,446.14,0.285714286
cashewnuts,27.65454545,54,401.0,103.0,whole year,70,40,60,5.82,884.5,0.256857855
coriander,27.65454545,54,14.0,3.0,whole year,10,20,20,6.46,884.5,0.214285714
horsegram,29.56666667,54,87.0,38.0,kharif,20,60,20,6.02,297.66,0.436781609
jowar,29.56666667,54,10746.0,9558.0,kharif,80,40,40,5.46,297.66,0.889447236
moong,29.56666667,54,10640.0,7352.0,kharif,20,40,20,5.4,297.66,0.690977444
ragi,29.56666667,54,936.0,1554.0,kharif,50,40,20,5.42,297.66,1.66025641
sesamum,29.56666667,54,3775.0,1883.0,kharif,30,15,30,6.68,297.66,0.498807947
sunflower,29.56666667,54,869.0,606.0,kharif,50,60,30,5.36,297.66,0.69735328
coriander,27.65454545,54,2154.0,396.0,whole year,10,20,20,6.62,884.5,0.183844011
moong,28.68,54,19096.0,6302.0,kharif,20,40,20,5.38,770.44,0.330016757
sesamum,28.68,54,2396.0,206.0,kharif,30,15,30,6.44,770.44,0.085976628
sunflower,28.68,54,933.0,329.0,kharif,50,60,30,5.62,770.44,0.352625938
horsegram,25.574,54,2012.0,394.0,rabi,20,60,20,5.96,98.94,0.19582505
moong,25.574,54,2847.0,954.0,rabi,20,40,20,5.38,98.94,0.335089568
sesamum,25.574,54,11710.0,2272.0,rabi,30,15,30,6.36,98.94,0.194022203
wheat,25.574,54,3681.0,1848.0,rabi,60,30,30,6.4,98.94,0.50203749
banana,28.99454545,54,159.0,51.0,whole year,100,75,50,6.46,942.8,0.320754717
cashewnuts,28.99454545,54,24.0,4.0,whole year,70,40,60,6.06,942.8,0.166666667
coriander,28.99454545,54,3181.0,830.0,whole year,10,20,20,6.66,942.8,0.260924238
potato,28.99454545,54,18.0,68.0,whole year,180,60,90,5.0,942.8,3.777777778
rice,28.68,54,16.0,46.0,kharif,80,40,40,5.48,770.44,2.875
jowar,28.68,54,202.0,146.0,kharif,80,40,40,5.64,770.44,0.722772277
sesamum,28.68,54,415.0,64.0,kharif,30,15,30,6.46,770.44,0.154216867
sunflower,28.68,54,889.0,1352.0,kharif,50,60,30,5.36,770.44,1.520809899
horsegram,25.574,54,1051.0,206.0,rabi,20,60,20,6.18,98.94,0.196003806
jowar,25.574,54,1323.0,1429.0,rabi,80,40,40,5.66,98.94,1.080120937
moong,25.574,54,149.0,50.0,rabi,20,40,20,5.42,98.94,0.33557047
sesamum,25.574,54,3095.0,600.0,rabi,30,15,30,6.34,98.94,0.193861066
wheat,25.574,54,171.0,98.0,rabi,60,30,30,6.3,98.94,0.573099415
coriander,28.99454545,54,33.0,9.0,whole year,10,20,20,6.34,942.8,0.272727273
jowar,28.68,54,1240.0,1168.0,kharif,80,40,40,5.4,770.44,0.941935484
ragi,28.68,54,15.0,15.0,kharif,50,40,20,5.62,770.44,1.0
sesamum,28.68,54,7554.0,1186.0,kharif,30,15,30,6.5,770.44,0.157002912
sunflower,28.68,54,81.0,66.0,kharif,50,60,30,5.42,770.44,0.814814815
horsegram,25.574,54,658.0,129.0,rabi,20,60,20,6.1,98.94,0.196048632
jowar,25.574,54,11418.0,6794.0,rabi,80,40,40,5.66,98.94,0.595025398
moong,25.574,54,2377.0,796.0,rabi,20,40,20,5.34,98.94,0.334875894
rapeseed,25.574,54,25.0,6.0,rabi,50,40,20,5.02,98.94,0.24
sesamum,25.574,54,967.0,188.0,rabi,30,15,30,6.42,98.94,0.194415719
cashewnuts,28.99454545,54,10041.0,1623.0,whole year,70,40,60,6.0,942.8,0.161637287
horsegram,28.68,54,7324.0,3428.0,kharif,20,60,20,5.9,770.44,0.468050246
sesamum,28.68,54,1508.0,232.0,kharif,30,15,30,6.48,770.44,0.153846154
horsegram,25.574,54,2728.0,535.0,rabi,20,60,20,6.02,98.94,0.19611437
moong,25.574,54,13.0,4.0,rabi,20,40,20,5.66,98.94,0.307692308
ragi,25.574,54,1182.0,2047.0,rabi,50,40,20,5.34,98.94,1.731810491
coriander,28.99454545,54,232.0,60.0,whole year,10,20,20,6.4,942.8,0.25862069
horsegram,28.68,54,57.0,28.0,kharif,20,60,20,5.86,770.44,0.49122807
ragi,28.68,54,74.0,76.0,kharif,50,40,20,5.58,770.44,1.027027027
sesamum,28.68,54,2949.0,454.0,kharif,30,15,30,6.54,770.44,0.153950492
sunflower,28.68,54,5611.0,4052.0,kharif,50,60,30,5.44,770.44,0.722152914
horsegram,25.574,54,732.0,143.0,rabi,20,60,20,6.1,98.94,0.195355191
moong,25.574,54,71.0,24.0,rabi,20,40,20,5.62,98.94,0.338028169
rapeseed,25.574,54,5.0,1.0,rabi,50,40,20,4.82,98.94,0.2
sesamum,25.574,54,175.0,34.0,rabi,30,15,30,6.32,98.94,0.194285714
wheat,25.574,54,3828.0,2182.0,rabi,60,30,30,6.12,98.94,0.570010449
cashewnuts,28.99454545,54,22.0,4.0,whole year,70,40,60,6.1,942.8,0.181818182
coriander,28.99454545,54,3418.0,892.0,whole year,10,20,20,6.42,942.8,0.260971328
potato,28.99454545,54,1202.0,4512.0,whole year,180,60,90,4.94,942.8,3.75374376
jowar,28.68,54,11924.0,6677.0,kharif,80,40,40,5.68,770.44,0.5599631
maize,28.68,54,2639.0,6777.0,kharif,80,40,20,5.4,770.44,2.568018189
sesamum,28.68,54,7834.0,987.0,kharif,30,15,30,6.58,770.44,0.125989278
sunflower,28.68,54,1047.0,835.0,kharif,50,60,30,5.38,770.44,0.797516714
horsegram,25.574,54,1982.0,388.0,rabi,20,60,20,5.94,98.94,0.195761857
jowar,25.574,54,6788.0,1568.0,rabi,80,40,40,5.42,98.94,0.230995875
ragi,25.574,54,8.0,14.0,rabi,50,40,20,5.5,98.94,1.75
coriander,28.99454545,54,470.0,123.0,whole year,10,20,20,6.66,942.8,0.261702128
jowar,28.68,54,3748.0,3812.0,kharif,80,40,40,5.4,770.44,1.017075774
moong,28.68,54,14313.0,4108.0,kharif,20,40,20,5.54,770.44,0.287011807
ragi,28.68,54,4.0,4.0,kharif,50,40,20,5.64,770.44,1.0
sesamum,28.68,54,125.0,19.0,kharif,30,15,30,6.58,770.44,0.152
sunflower,28.68,54,3210.0,3047.0,kharif,50,60,30,5.4,770.44,0.949221184
horsegram,25.574,54,18.0,4.0,rabi,20,60,20,6.02,98.94,0.222222222
moong,25.574,54,490.0,164.0,rabi,20,40,20,5.54,98.94,0.334693878
rapeseed,25.574,54,6.0,1.0,rabi,50,40,20,5.1,98.94,0.166666667
sesamum,25.574,54,1397.0,271.0,rabi,30,15,30,6.36,98.94,0.193987115
wheat,25.574,54,2610.0,1490.0,rabi,60,30,30,6.12,98.94,0.570881226
coriander,28.99454545,54,744.0,194.0,whole year,10,20,20,6.62,942.8,0.260752688
potato,28.99454545,54,5.0,19.0,whole year,180,60,90,4.98,942.8,3.8
horsegram,28.68,54,1193.0,719.0,kharif,20,60,20,5.96,770.44,0.602682313
ragi,28.68,54,5312.0,5169.0,kharif,50,40,20,5.54,770.44,0.973079819
sesamum,28.68,54,1665.0,291.0,kharif,30,15,30,6.32,770.44,0.174774775
sunflower,28.68,54,934.0,772.0,kharif,50,60,30,5.64,770.44,0.826552463
horsegram,25.574,54,271.0,53.0,rabi,20,60,20,5.96,98.94,0.195571956
ragi,25.574,54,358.0,620.0,rabi,50,40,20,5.36,98.94,1.731843575
rapeseed,25.574,54,7.0,2.0,rabi,50,40,20,4.86,98.94,0.285714286
wheat,25.574,54,2156.0,1468.0,rabi,60,30,30,6.5,98.94,0.680890538
coriander,28.99454545,54,298.0,78.0,whole year,10,20,20,6.5,942.8,0.261744966
potato,28.99454545,54,160.0,585.0,whole year,180,60,90,4.96,942.8,3.65625
jowar,28.68,54,1401.0,793.0,kharif,80,40,40,5.38,770.44,0.566024268
sunflower,28.68,54,2235.0,3679.0,kharif,50,60,30,5.5,770.44,1.646085011
horsegram,25.574,54,1068.0,209.0,rabi,20,60,20,6.02,98.94,0.195692884
jowar,25.574,54,9491.0,3236.0,rabi,80,40,40,5.32,98.94,0.340954589
moong,25.574,54,34.0,11.0,rabi,20,40,20,5.48,98.94,0.323529412
sesamum,25.574,54,382.0,74.0,rabi,30,15,30,6.32,98.94,0.193717277
wheat,25.574,54,8.0,5.0,rabi,60,30,30,6.7,98.94,0.625
coriander,28.99454545,54,294.0,77.0,whole year,10,20,20,6.56,942.8,0.261904762
cotton,27.26666667,54,440.0,655.0,kharif,120,40,20,5.64,1220.22,1.488636364
maize,27.26666667,54,390.0,400.0,kharif,80,40,20,5.62,1220.22,1.025641026
wheat,21.66,54,235.0,495.0,rabi,60,30,30,6.5,145.76,2.106382979
cotton,27.26666667,54,235.0,346.0,kharif,120,40,20,5.42,1220.22,1.472340426
maize,27.26666667,54,240.0,235.0,kharif,80,40,20,5.38,1220.22,0.979166667
cotton,27.26666667,54,195.0,286.0,kharif,120,40,20,5.32,1220.22,1.466666667
maize,27.26666667,54,480.0,490.0,kharif,80,40,20,5.48,1220.22,1.020833333
wheat,21.66,54,200.0,425.0,rabi,60,30,30,6.12,145.76,2.125
cotton,27.26666667,54,40.0,53.0,kharif,120,40,20,5.52,1220.22,1.325
maize,27.26666667,54,470.0,455.0,kharif,80,40,20,5.58,1220.22,0.968085106
wheat,21.66,54,405.0,850.0,rabi,60,30,30,6.1,145.76,2.098765432
cotton,34.01,54,213.0,165.0,kharif,120,40,20,5.66,579.75,0.774647887
jowar,34.01,54,1242.0,1018.0,kharif,80,40,40,5.46,579.75,0.819645733
maize,34.01,54,201.0,400.0,kharif,80,40,20,5.4,579.75,1.990049751
moong,34.01,54,86.0,26.0,kharif,20,40,20,5.56,579.75,0.302325581
rice,34.01,54,1322.0,2502.0,kharif,80,40,40,5.6,579.75,1.892586989
sesamum,34.01,54,1682.0,390.0,kharif,30,15,30,6.58,579.75,0.231866825
maize,22.676,54,17.0,28.0,rabi,80,40,20,5.32,75.32,1.647058824
moong,22.676,54,223.0,60.0,rabi,20,40,20,5.4,75.32,0.269058296
cotton,34.01,54,1472.0,1153.0,kharif,120,40,20,5.44,579.75,0.783288043
jowar,34.01,54,11.0,9.0,kharif,80,40,40,5.66,579.75,0.818181818
moong,34.01,54,248.0,75.0,kharif,20,40,20,5.42,579.75,0.302419355
sesamum,34.01,54,43.0,10.0,kharif,30,15,30,6.54,579.75,0.23255814
maize,22.676,54,64.0,104.0,rabi,80,40,20,5.32,75.32,1.625
moong,22.676,54,4787.0,1656.0,rabi,20,40,20,5.68,75.32,0.345936912
jowar,34.01,54,10292.0,7671.0,kharif,80,40,40,5.32,579.75,0.745336183
maize,34.01,54,211.0,447.0,kharif,80,40,20,5.58,579.75,2.118483412
moong,34.01,54,70.0,21.0,kharif,20,40,20,5.64,579.75,0.3
sesamum,34.01,54,976.0,277.0,kharif,30,15,30,6.44,579.75,0.283811475
soyabean,34.01,54,26.0,15.0,kharif,20,60,20,5.4,579.75,0.576923077
maize,22.676,54,8.0,13.0,rabi,80,40,20,5.52,75.32,1.625
moong,22.676,54,3999.0,1476.0,rabi,20,40,20,5.56,75.32,0.369092273
rapeseed,22.676,54,2175.0,1690.0,rabi,50,40,20,5.12,75.32,0.777011494
jowar,34.01,54,1439.0,1097.0,kharif,80,40,40,5.5,579.75,0.762334955
maize,34.01,54,484.0,678.0,kharif,80,40,20,5.32,579.75,1.400826446
barley,22.676,54,993.0,2128.0,rabi,70,40,45,5.56,75.32,2.143001007
maize,22.676,54,126.0,204.0,rabi,80,40,20,5.52,75.32,1.619047619
moong,22.676,54,459.0,290.0,rabi,20,40,20,5.44,75.32,0.631808279
